decision_cycle_id,run_id,symbol,regime,session,action,guard_name,guard_decision,pnl_r,mfe_r,mae_r,quality_score,quality_label,warnings
dc_bt_b71d994ed9434077,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,max_trades_per_session,BLOCK,,,,0,UNKNOWN,
dc_bt_89e09db1d23f4959,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,max_trades_per_session,BLOCK,,,,0,UNKNOWN,
dc_bt_555f4541c6494389,qb_run_20260425T055556Z_45ea944c,,compression,Asia,,regime_profile,BLOCK,,,,0,UNKNOWN,
dc_bt_c8aec2592d134984,qb_run_20260425T055556Z_45ea944c,,expansion,Overlap,,backtest_pipeline,ALLOW,2.0000000000000613,2.139602837424883,0.6771371998693256,3,HIGH_QUALITY,
dc_bt_08cd3452790a40b4,qb_run_20260425T055556Z_45ea944c,,expansion,Overlap,,backtest_pipeline,ALLOW,2.0,2.6712152164859364,,3,HIGH_QUALITY,
dc_bt_4ad12009d6cd44b5,qb_run_20260425T055556Z_45ea944c,,expansion,New York,,backtest_pipeline,ALLOW,-1.0,,2.4940034506459154,-2,LOW_QUALITY,
dc_bt_aabee34e9e2c4b4d,qb_run_20260425T055556Z_45ea944c,,expansion,Asia,,backtest_pipeline,ALLOW,-1.0,0.2954789499018829,1.5689759445081977,-2,LOW_QUALITY,
dc_bt_4c3c052de4494af8,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,backtest_pipeline,ALLOW,-1.0,0.023583202983976145,1.020815786307315,-2,LOW_QUALITY,
dc_bt_285f49bcb3f84cef,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,backtest_pipeline,ALLOW,-1.0,0.31537544696069064,1.536328963051263,-2,LOW_QUALITY,
dc_bt_91ceb348bbeb40bb,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,backtest_pipeline,ALLOW,-1.0,0.17406160369120588,1.597456041900501,-2,LOW_QUALITY,
dc_bt_ea39cab14c034c09,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,backtest_pipeline,ALLOW,-1.0,,1.1681818181818397,-2,LOW_QUALITY,
dc_bt_100f3bce3ca34d70,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,backtest_pipeline,ALLOW,-1.0,0.050322444233028514,1.493392536208964,-2,LOW_QUALITY,
dc_bt_359967df8f214f28,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,backtest_pipeline,ALLOW,-1.0,,1.1541197008556159,-2,LOW_QUALITY,
dc_bt_520240991e5b41b5,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_bc4a7f51b09d4c07,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_a1c696b9f8f34337,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_07becb723fee4e67,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_187ef5d6230144ba,qb_run_20260425T055556Z_45ea944c,,trend,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_598e443f5c1945bb,qb_run_20260425T055556Z_45ea944c,,trend,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_22721edbc7564af3,qb_run_20260425T055556Z_45ea944c,,trend,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_cf34ebe8171d4431,qb_run_20260425T055556Z_45ea944c,,trend,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_4f4908bfe61c46c1,qb_run_20260425T055556Z_45ea944c,,trend,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_9e7dd0c3c8384bd6,qb_run_20260425T055556Z_45ea944c,,trend,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_e928fcd1000f4a37,qb_run_20260425T055556Z_45ea944c,,trend,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_e46829cb08264e22,qb_run_20260425T055556Z_45ea944c,,trend,New York,,daily_loss_cap,BLOCK,,,,0,UNKNOWN,
dc_bt_7299b9b195fb47f1,qb_run_20260425T055556Z_45ea944c,,compression,Asia,,regime_profile,BLOCK,,,,0,UNKNOWN,
dc_bt_f630877961254c52,qb_run_20260425T055556Z_45ea944c,,compression,Asia,,regime_profile,BLOCK,,,,0,UNKNOWN,
dc_bt_d7fdf1adbf23446c,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,backtest_pipeline,ALLOW,-1.0,1.5113479376357057,1.323465561476278,-1,LOW_QUALITY,
dc_bt_20e13bab26a64e68,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,backtest_pipeline,ALLOW,-1.0,1.9837938915438913,1.0006233118636405,-1,LOW_QUALITY,
dc_bt_73d65744190d4650,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,equity_drawdown_kill_switch,BLOCK,,,,0,UNKNOWN,
